ted_talks17.csv.1,ted_talks17.csv.2,ted_talks17.csv.3,ted_talks17.csv.4,ted_talks17.csv.5,ted_talks17.csv.6,ted_talks17.csv.7,ted_talks17.csv.8,ted_talks17.csv.9,ted_talks17.csv.10,ted_talks17.csv.11,ted_talks17.csv.12,ted_talks17.csv.13,ted_talks17.csv.14,ted_talks17.csv.15,ted_talks17.csv.16,ted_talks17.csv.17,ted_talks17.csv.18,ted_talks17.csv.19,ted_talks17.csv.20,ted_talks17.csv.21,ted_talks17.csv.22,ted_talks17.csv.23,ted_talks17.csv.24,ted_talks17.csv.25,ted_talks17.csv.26,ted_talks17.csv.27,ted_talks17.csv.28,ted_talks17.csv.29,ted_talks17.csv.30,ted_talks17.csv.31,ted_talks17.csv.32,ted_talks17.csv.33,ted_talks17.csv.34,ted_talks17.csv.35,ted_talks17.csv.36,ted_talks17.csv.37,ted_talks17.csv.38,ted_talks17.csv.39
11.137452249185493,39.77661517566248,15.910646070264992,10.879050772683906,25.457033712423986,13.759492400691114,22.53654879659924,12.728516856211993,14.319581463238492,28.639162926476985,14.481263579988877,9.546387642158994,15.135441640760225,46.140873603768476,17.50171067729149,25.457033712423986,74.78003653024545,33.54089989542547,7.797603466147857,112.96558709888144,15.480415336350216,46.140873603768476,12.900346113625181,20.683839891344487,23.865969105397486,28.3807614499754,20.518175861881048,14.319581463238492,22.01518784110578,19.741485025202405,30.230227533503484,20.683839891344487,7.955323035132496,7.955323035132496,13.846064619779515,27.848583807670916,12.728516856211993,9.546387642158994,6.364258428105996
9.546387642158994,22.53654879659924,6.364258428105996,9.546387642158994,25.457033712423986,11.139433523068368,6.364258428105996,12.728516856211993,12.253376875375205,13.594485961609482,7.955323035132496,9.546387642158994,7.633940075514599,23.220623004525326,7.955323035132496,17.50171067729149,73.18897192321896,31.821292140529984,6.450173056812591,52.21765969085697,7.351947863040914,15.910646070264992,12.728516856211993,9.69756537115915,16.949797451119128,22.761573985999956,15.480415336350216,12.728516856211993,19.35051917043777,18.7910876982722,23.086220718467516,9.546387642158994,7.633940075514599,7.633940075514599,11.137452249185493,10.048098319450487,9.030242279537626,7.136756821523843,5.569716761534184
6.503306853142845,18.64916417530606,6.191771580311001,9.546387642158994,24.08655427264297,10.993438437365484,5.690393496499989,9.546387642158994,8.920946026904804,11.137452249185493,7.9120369255882945,7.955323035132496,6.244662218833362,15.910646070264992,6.450173056812591,11.137452249185493,20.683839891344487,30.230227533503484,6.244662218833362,46.44124600905065,6.9230323098897575,11.610311502262663,9.754960279714266,5.160138445450072,16.411264474269334,19.092775284317987,10.443531938171393,7.740207668175108,11.868055388382441,15.910646070264992,22.274904498370987,7.955323035132496,6.654483692725366,6.68366011384102,9.546387642158994,9.546387642158994,7.955323035132496,6.364258428105996,4.773193821079497
5.503796960276445,16.549808996741977,4.773193821079497,6.501710677291491,23.392810398443572,6.960830672700432,4.945023078492684,7.955323035132496,7.9120369255882945,8.943670060449223,6.654483692725366,7.567720820380113,5.9340276941912204,11.137452249185493,5.7254550566359494,9.030242279537626,11.137452249185493,19.35051917043777,5.339238856179134,30.230227533503484,6.59606306241929,11.137452249185493,7.955323035132496,4.773193821079497,14.1903807249877,12.900346113625181,6.364258428105996,6.450173056812591,8.028851424214324,13.359395132150548,20.518175861881048,7.955323035132496,6.450173056812591,6.68366011384102,9.213900497619738,9.030242279537626,6.364258428105996,4.773193821079497,3.870103834087554
5.339238856179134,14.835069235478052,3.9560184627941473,5.9340276941912204,17.157231041281577,6.9230323098897575,4.773193821079497,6.9230323098897575,7.641865171046092,8.901041541286832,5.569716761534184,5.160138445450072,4.773193821079497,9.813040629595283,5.160138445450072,7.797603466147857,9.69756537115915,15.480415336350216,5.221765969085697,23.865969105397486,5.221765969085697,9.546387642158994,7.955323035132496,4.773193821079497,12.383543160622002,11.139433523068368,6.364258428105996,3.4398731001727785,6.713699103110182,12.728516856211993,15.267880151029198,7.351947863040914,6.364258428105996,6.364258428105996,7.955323035132496,8.205632237134667,6.364258428105996,4.455773409227347,3.2516534265714223
4.945023078492684,12.728516856211993,3.182129214052998,4.773193821079497,10.320276890900145,6.450173056812591,4.460473013452402,6.364258428105996,7.351947863040914,7.955323035132496,4.773193821079497,4.773193821079497,4.455773409227347,9.546387642158994,4.877480139857133,6.364258428105996,9.030242279537626,11.139433523068368,4.945023078492684,22.37899701036727,5.094576780697395,8.028851424214324,7.955323035132496,4.773193821079497,7.740207668175108,10.02549017076153,4.773193821079497,3.2516534265714223,6.1426003317464914,11.137452249185493,14.319581463238492,6.68366011384102,6.244662218833362,6.244662218833362,7.740207668175108,7.955323035132496,5.9340276941912204,3.820932585523046,3.182129214052998
3.870103834087554,11.610311502262663,3.182129214052998,4.773193821079497,10.048098319450487,6.450173056812591,3.34183005692051,5.160138445450072,6.713699103110182,6.364258428105996,4.773193821079497,4.773193821079497,3.34183005692051,6.364258428105996,4.773193821079497,6.244662218833362,7.136756821523843,11.137452249185493,4.81582234024189,17.404034273281727,5.036881528847896,7.136756821523843,7.740207668175108,4.455773409227347,7.740207668175108,9.546387642158994,4.773193821079497,3.182129214052998,5.352567616142882,11.137452249185493,10.879050772683906,6.364258428105996,6.244662218833362,6.046391140551016,7.051634140387055,7.005043073458918,4.773193821079497,3.5683784107619214,3.182129214052998
3.870103834087554,9.754960279714266,3.182129214052998,4.773193821079497,7.955323035132496,6.364258428105996,3.339848783037637,4.773193821079497,6.68366011384102,6.244662218833362,4.773193821079497,4.127847720207334,3.34183005692051,6.244662218833362,4.606950248809869,5.160138445450072,6.364258428105996,9.754960279714266,4.773193821079497,15.910646070264992,4.773193821079497,6.9230323098897575,6.450173056812591,4.095066887830995,5.690393496499989,7.955323035132496,4.773193821079497,3.182129214052998,5.060480767557436,9.754960279714266,9.754960279714266,6.364258428105996,6.191771580311001,5.569716761534184,6.9230323098897575,5.160138445450072,4.064566783214278,3.5463876421589955,3.182129214052998
3.820932585523046,9.015392141205632,3.182129214052998,4.460473013452402,7.955323035132496,5.569716761534184,3.2516534265714223,4.455773409227347,6.654483692725366,3.9560184627941473,4.728516856211994,3.870103834087554,3.182129214052998,5.319581463238493,3.870103834087554,5.160138445450072,6.364258428105996,8.274904498370988,4.773193821079497,12.900346113625181,4.701089426924703,6.713699103110182,6.450173056812591,4.064566783214278,5.248333801916287,7.740207668175108,4.773193821079497,3.182129214052998,4.945023078492684,9.546387642158994,8.920946026904804,6.244662218833362,4.979680175649816,5.352567616142882,6.68366011384102,4.877480139857133,3.870103834087554,3.182129214052998,3.182129214052998
3.34183005692051,7.740207668175108,3.182129214052998,4.064566783214278,7.955323035132496,4.945023078492684,3.182129214052998,3.182129214052998,6.364258428105996,3.734760131737362,4.475799402073454,3.34183005692051,3.182129214052998,5.160138445450072,3.48250161933517,4.877480139857133,5.7084657326942825,7.955323035132496,3.48250161933517,12.900346113625181,4.455773409227347,6.578058614299765,6.364258428105996,4.064566783214278,4.849627402242543,6.191771580311001,4.773193821079497,3.182129214052998,4.945023078492684,7.955323035132496,8.11106133023426,6.244662218833362,4.773193821079497,5.339238856179134,6.364258428105996,4.773193821079497,3.870103834087554,3.182129214052998,3.182129214052998
